Date;"CO (ug/m3)";"NO2 (ug/m3)";"NOx (ug/m3)";"PM10 (ug/m3)";"PM2.5 (ug/m3)";"SO2 (ug/m3)"
"2024-01-22 09:00:00";775;13,3;14,7;21;49;2,1
"2024-01-22 10:00:00";764;11,2;11,9;20;41;2,0
"2024-01-22 11:00:00";745;9,1;9,4;18;40;2,1
"2024-01-22 12:00:00";765;9,7;10,8;20;35;2,4
"2024-01-22 13:00:00";781;9,8;10,4;27;35;3,3
"2024-01-22 14:00:00";769;10,8;11,4;26;35;3,3
"2024-01-22 15:00:00";763;10,4;10,3;29;34;3,5
"2024-01-22 16:00:00";812;13,3;12,7;28;32;3,2
"2024-01-22 17:00:00";1044;40,9;52,5;28;31;2,9
"2024-01-22 18:00:00";1465;48,4;70,0;63;25;2,7
"2024-01-22 19:00:00";1558;45,8;64,1;60;29;2,8
"2024-01-22 20:00:00";1574;44,0;53,4;64;49;2,6
"2024-01-22 21:00:00";1723;41,4;47,5;64;50;2,7
"2024-01-22 22:00:00";1710;38,9;45,4;71;56;2,6
"2024-01-22 23:00:00";1285;24,8;26,6;50;55;2,7
"2024-01-23 00:00:00";1098;17,5;18,0;40;54;2,5
"2024-01-23 01:00:00";1057;15,4;15,2;42;54;2,5
"2024-01-23 02:00:00";1019;17,1;16,8;29;52;2,5
"2024-01-23 03:00:00";997;15,7;16,0;36;52;2,4
"2024-01-23 04:00:00";938;17,4;17,4;26;49;2,3
"2024-01-23 05:00:00";829;18,9;19,0;21;47;2,4
"2024-01-23 06:00:00";1054;30,7;36,4;32;38;2,5
"2024-01-23 07:00:00";980;37,7;61,7;29;38;2,5
"2024-01-23 08:00:00";1185;37,2;74,8;31;41;2,8
"2024-01-23 09:00:00";930;23,9;30,5;29;41;3,1
"2024-01-23 10:00:00";823;17,5;21,4;22;44;3,1
"2024-01-23 11:00:00";926;15,3;20,3;39;43;3,0
"2024-01-23 12:00:00";941;13,6;17,4;37;38;2,8
"2024-01-23 13:00:00";895;11,8;13,4;33;39;2,9
"2024-01-23 14:00:00";845;10,3;10,7;34;42;2,8
"2024-01-23 15:00:00";871;10,9;11,0;42;42;2,7
"2024-01-23 16:00:00";877;12,2;11,9;35;43;2,7
"2024-01-23 17:00:00";914;15,8;16,0;40;43;2,6
"2024-01-23 18:00:00";1030;19,6;21,2;43;42;2,8
"2024-01-23 19:00:00";1068;19,1;20,7;37;42;2,9
"2024-01-23 20:00:00";1062;18,6;19,6;44;42;3,0
"2024-01-23 21:00:00";1136;19,3;20,6;43;44;3,0
"2024-01-23 22:00:00";1034;16,6;16,9;40;52;3,2
"2024-01-23 23:00:00";817;16,4;16,4;41;53;3,0
"2024-01-24 00:00:00";174;18,1;18,4;40;54;2,9
"2024-01-24 01:00:00";204;18,2;19,0;44;54;2,8
"2024-01-24 02:00:00";;13,3;12,7;40;53;2,7
"2024-01-24 03:00:00";;12,8;12,5;41;53;2,6
"2024-01-24 04:00:00";;10,1;9,2;35;50;2,6
"2024-01-24 05:00:00";;10,2;9,4;25;49;2,3
"2024-01-24 06:00:00";;10,0;9,4;20;43;2,2
"2024-01-24 07:00:00";;9,8;9,5;23;43;2,2
"2024-01-24 08:00:00";;12,9;13,9;14;39;2,3
"2024-01-24 09:00:00";;13,7;14,8;19;37;2,2
"2024-01-24 10:00:00";;11,3;12,2;13;27;2,2
"2024-01-24 11:00:00";;10,0;10,7;19;27;2,3
"2024-01-24 12:00:00";;11,5;12,7;12;27;2,3
"2024-01-24 13:00:00";;11,5;12,5;9;26;2,2
"2024-01-24 14:00:00";;11,9;12,6;15;21;2,2
"2024-01-24 15:00:00";;12,0;11,7;17;22;2,5
"2024-01-24 16:00:00";;13,2;12,6;13;28;2,3
"2024-01-24 17:00:00";;10,3;9,5;17;27;2,4
"2024-01-24 18:00:00";;8,3;7,4;16;20;2,6
"2024-01-24 19:00:00";;7,2;5,8;13;19;2,9
"2024-01-24 20:00:00";;7,5;6,2;19;18;3,6
"2024-01-24 21:00:00";;8,6;7,5;22;19;3,7
"2024-01-24 22:00:00";;11,5;10,8;18;22;3,4
"2024-01-24 23:00:00";;10,4;9,3;28;23;3,0
"2024-01-25 00:00:00";;14,6;13,7;23;24;2,7
"2024-01-25 01:00:00";;23,5;25,3;28;25;2,4
"2024-01-25 02:00:00";;21,0;23,0;23;30;2,5
"2024-01-25 03:00:00";;10,7;9,4;7;30;2,5
"2024-01-25 04:00:00";;7,6;6,1;10;23;2,5
"2024-01-25 05:00:00";;9,2;7,9;6;22;2,6
"2024-01-25 06:00:00";;8,5;6,7;5;12;2,6
"2024-01-25 07:00:00";;9,3;7,7;7;13;2,5
"2024-01-25 08:00:00";;24,6;26,2;10;14;2,5
"2024-01-25 09:00:00";;28,0;32,9;7;13;2,7
"2024-01-25 10:00:00";;;;11;8;
"2024-01-25 11:00:00";;;;9;8;
"2024-01-25 12:00:00";;;;16;5;
"2024-01-25 13:00:00";265;8,7;10,8;8;5;2,7
"2024-01-25 14:00:00";259;10,4;12,6;10;4;3,1
"2024-01-25 15:00:00";255;11,0;12,9;8;4;2,7
"2024-01-25 16:00:00";269;10,9;12,2;11;5;3,0
"2024-01-25 17:00:00";287;12,3;13,2;13;5;2,5
"2024-01-25 18:00:00";295;11,8;12,5;10;10;2,4
"2024-01-25 19:00:00";284;14,8;15,8;10;10;2,4
"2024-01-25 20:00:00";233;15,3;16,5;5;10;2,2
"2024-01-25 21:00:00";261;14,9;16,6;12;10;2,3
"2024-01-25 22:00:00";270;16,8;18,0;10;9;2,3
"2024-01-25 23:00:00";278;13,2;14,2;10;9;2,2
"2024-01-26 00:00:00";262;7,4;8,0;8;12;2,1
"2024-01-26 01:00:00";277;6,0;6,2;10;12;2,2
"2024-01-26 02:00:00";264;4,8;4,8;9;11;2,0
"2024-01-26 03:00:00";218;3,2;3,3;4;11;2,0
"2024-01-26 04:00:00";214;5,3;5,7;9;7;2,2
"2024-01-26 05:00:00";238;8,0;8,5;9;7;2,1
"2024-01-26 06:00:00";307;23,3;25,2;10;5;2,1
"2024-01-26 07:00:00";671;44,6;113,4;15;7;2,5
"2024-01-26 08:00:00";786;42,4;167,3;21;14;3,0
"2024-01-26 09:00:00";1364;56,0;280,5;50;15;4,3
"2024-01-26 10:00:00";532;29,4;52,1;15;22;2,6
"2024-01-26 11:00:00";302;10,2;12,6;5;20;2,5
"2024-01-26 12:00:00";325;13,2;18,0;10;12;2,5
"2024-01-26 13:00:00";344;13,0;16,9;14;11;2,4
"2024-01-26 14:00:00";298;7,3;8,8;6;8;2,3
"2024-01-26 15:00:00";291;6,8;8,0;7;7;2,4
"2024-01-26 16:00:00";339;7,5;8,4;10;4;2,8
"2024-01-26 17:00:00";667;23,0;25,9;22;5;2,8
"2024-01-26 18:00:00";976;44,2;59,5;39;10;2,6
"2024-01-26 19:00:00";793;39,0;52,3;25;11;2,8
"2024-01-26 20:00:00";537;16,6;18,9;15;19;2,7
"2024-01-26 21:00:00";415;7,8;8,8;14;19;2,5
"2024-01-26 22:00:00";388;6,7;7,2;12;18;2,4
"2024-01-26 23:00:00";362;6,1;6,5;12;18;2,4
"2024-01-27 00:00:00";385;6,9;7,4;14;16;2,3
"2024-01-27 01:00:00";346;5,1;5,3;12;16;2,3
"2024-01-27 02:00:00";330;5,0;5,1;11;14;2,1
"2024-01-27 03:00:00";332;5,5;5,7;12;14;2,3
"2024-01-27 04:00:00";357;4,8;4,9;12;11;2,2
"2024-01-27 05:00:00";358;10,2;10,4;12;11;2,2
"2024-01-27 06:00:00";374;10,2;10,7;15;12;2,3
"2024-01-27 07:00:00";381;10,9;12,0;14;13;2,4
"2024-01-27 08:00:00";376;14,8;16,6;12;18;2,3
"2024-01-27 09:00:00";384;16,7;19,8;15;17;2,6
"2024-01-27 10:00:00";447;11,8;15,6;14;11;2,7
"2024-01-27 11:00:00";333;5,7;6,9;6;12;2,7
"2024-01-27 12:00:00";277;4,9;6,0;2;22;2,5
"2024-01-27 13:00:00";248;4,4;5,2;5;21;2,6
"2024-01-27 14:00:00";242;3,5;3,8;8;17;2,4
"2024-01-27 15:00:00";264;5,7;6,0;7;17;2,3
"2024-01-27 16:00:00";277;12,0;13,0;7;13;2,5
"2024-01-27 17:00:00";308;9,4;9,6;10;13;2,5
"2024-01-27 18:00:00";416;17,1;18,2;14;11;2,6
"2024-01-27 19:00:00";474;20,6;21,8;19;11;2,4
"2024-01-27 20:00:00";498;35,4;41,9;23;10;2,6
"2024-01-27 21:00:00";433;15,1;16,4;14;11;2,7
"2024-01-27 22:00:00";380;11,6;12,2;15;16;2,7
"2024-01-27 23:00:00";325;9,1;10,3;11;15;2,8
"2024-01-28 00:00:00";343;8,1;8,3;10;14;2,9
"2024-01-28 01:00:00";322;8,3;9,1;11;15;2,7
"2024-01-28 02:00:00";292;5,5;5,6;10;15;2,7
"2024-01-28 03:00:00";298;7,9;8,8;9;15;2,7
"2024-01-28 04:00:00";328;7,7;8,0;10;13;2,5
"2024-01-28 05:00:00";301;7,7;8,1;8;13;2,5
"2024-01-28 06:00:00";300;7,5;7,6;8;11;2,4
"2024-01-28 07:00:00";309;9,4;10,0;8;11;2,4
"2024-01-28 08:00:00";258;7,0;7,5;7;7;2,5
"2024-01-28 09:00:00";263;9,1;9,9;11;7;2,4
"2024-01-28 10:00:00";216;6,2;7,0;6;7;2,2
"2024-01-28 11:00:00";218;4,3;5,3;12;6;2,4
"2024-01-28 12:00:00";225;3,4;4,2;10;5;2,3
"2024-01-28 13:00:00";237;3,3;4,4;9;6;2,4
"2024-01-28 14:00:00";231;3,7;4,6;7;7;2,5
"2024-01-28 15:00:00";235;5,4;6,3;9;7;2,4
"2024-01-28 16:00:00";264;7,6;8,7;9;5;2,4
"2024-01-28 17:00:00";273;7,8;8,6;9;5;2,3
"2024-01-28 18:00:00";257;10,8;12,2;10;5;2,4
"2024-01-28 19:00:00";343;14,6;15,7;17;5;2,7
"2024-01-28 20:00:00";308;19,2;21,6;12;8;2,8
"2024-01-28 21:00:00";323;17,9;19,6;18;8;2,5
"2024-01-28 22:00:00";326;17,1;18,5;17;10;2,3
"2024-01-28 23:00:00";305;12,0;12,6;11;10;2,3
"2024-01-29 00:00:00";300;11,9;12,7;18;12;2,2
"2024-01-29 01:00:00";324;10,5;11,7;17;14;2,4
"2024-01-29 02:00:00";251;12,9;14,2;9;25;2,3
"2024-01-29 03:00:00";259;13,9;15,2;14;24;2,3
"2024-01-29 04:00:00";260;14,1;15,4;11;16;2,2
"2024-01-29 05:00:00";255;19,8;23,6;14;16;2,2
"2024-01-29 06:00:00";309;29,3;35,9;14;15;2,2
"2024-01-29 07:00:00";298;30,0;36,2;12;14;2,2
"2024-01-29 08:00:00";448;39,3;65,0;19;9;2,4
"2024-01-29 09:00:00";460;37,7;79,4;17;9;2,5
"2024-01-29 10:00:00";376;18,6;26,2;20;13;2,5
"2024-01-29 11:00:00";365;14,0;19,3;20;15;2,6
"2024-01-29 12:00:00";293;10,5;13,9;13;24;2,3
"2024-01-29 13:00:00";267;7,0;8,7;10;23;2,3
"2024-01-29 14:00:00";279;6,1;7,3;12;21;2,3
"2024-01-29 15:00:00";285;7,3;8,4;16;20;2,3
"2024-01-29 16:00:00";281;7,7;8,5;11;16;2,3
"2024-01-29 17:00:00";452;27,1;28,9;29;15;2,4
"2024-01-29 18:00:00";762;43,8;66,3;45;15;2,5
"2024-01-29 19:00:00";1177;48,6;176,2;70;17;3,3
"2024-01-29 20:00:00";1806;51,1;291,7;78;25;4,6
"2024-01-29 21:00:00";1158;46,6;115,2;46;28;3,4
"2024-01-29 22:00:00";912;33,7;38,7;38;44;2,9
"2024-01-29 23:00:00";987;28,5;31,4;41;43;2,9
"2024-01-30 00:00:00";859;22,7;25,3;37;40;2,8
"2024-01-30 01:00:00";909;24,6;27,6;38;40;2,7
"2024-01-30 02:00:00";928;27,8;32,2;38;41;2,5
"2024-01-30 03:00:00";797;26,5;30,5;38;41;2,6
"2024-01-30 04:00:00";831;30,2;40,0;35;42;2,6
"2024-01-30 05:00:00";887;29,7;55,7;34;42;2,8
"2024-01-30 06:00:00";906;28,1;94,4;43;41;3,0
"2024-01-30 07:00:00";1312;38,5;183,6;62;42;3,6
"2024-01-30 08:00:00";1856;40,9;287,6;76;49;4,4
"2024-01-30 09:00:00";1077;46,7;212,1;43;50;4,1
"2024-01-30 10:00:00";442;19,0;33,9;23;54;2,9
"2024-01-30 11:00:00";321;6,6;8,7;14;53;2,7
"2024-01-30 12:00:00";309;5,8;7,8;14;43;2,8
"2024-01-30 13:00:00";318;4,4;5,5;16;40;3,4
"2024-01-30 14:00:00";315;4,1;5,0;16;27;6,0
"2024-01-30 15:00:00";349;5,2;6,0;21;26;4,6
"2024-01-30 16:00:00";375;6,1;6,8;20;24;3,7
"2024-01-30 17:00:00";516;24,2;27,7;27;24;3,3
"2024-01-30 18:00:00";727;41,6;69,4;31;23;2,9
"2024-01-30 19:00:00";1756;47,6;245,6;67;25;4,1
"2024-01-30 20:00:00";2965;47,1;309,9;122;37;5,0
"2024-01-30 21:00:00";3967;45,6;270,8;178;37;5,2
"2024-01-30 22:00:00";3576;37,1;206,0;149;94;4,9
"2024-01-30 23:00:00";2630;31,4;139,0;104;97;4,2
"2024-01-31 00:00:00";2332;29,8;98,2;101;115;3,8
"2024-01-31 01:00:00";1770;28,9;73,6;69;115;3,3
"2024-01-31 02:00:00";1365;30,6;58,5;54;114;3,1
"2024-01-31 03:00:00";1366;29,5;63,8;53;111;3,0
"2024-01-31 04:00:00";1419;27,2;75,5;57;94;3,1
"2024-01-31 05:00:00";1223;26,9;65,6;57;92;3,3
"2024-01-31 06:00:00";1018;24,8;59,4;49;80;2,9
"2024-01-31 07:00:00";1229;33,6;141,7;56;78;3,6
"2024-01-31 08:00:00";1637;41,3;230,3;63;70;4,1
"2024-01-31 09:00:00";1708;45,2;200,9;83;70;4,1
"2024-01-31 10:00:00";1161;47,8;134,9;58;74;4,2
"2024-01-31 11:00:00";812;46,0;97,6;31;73;3,9
"2024-01-31 12:00:00";480;26,1;37,2;23;67;4,2
"2024-01-31 13:00:00";306;10,3;12,2;12;65;4,5
"2024-01-31 14:00:00";347;12,2;15,0;22;50;4,3
"2024-01-31 15:00:00";415;14,0;15,8;30;48;4,1
"2024-01-31 16:00:00";363;17,9;20,0;27;39;3,8
"2024-01-31 17:00:00";479;28,7;32,7;28;39;3,3
"2024-01-31 18:00:00";562;44,1;49,9;32;38;3,1
"2024-01-31 19:00:00";608;46,4;57,9;36;37;3,0
"2024-01-31 20:00:00";583;32,0;35,2;28;32;3,5
"2024-01-31 21:00:00";580;34,3;36,7;25;33;3,1
"2024-01-31 22:00:00";756;45,4;69,6;29;38;3,2
"2024-01-31 23:00:00";1027;38,7;85,9;40;37;2,9
"2024-02-01 00:00:00";1328;35,4;95,1;54;28;2,9
"2024-02-01 01:00:00";1724;34,1;109,1;61;32;3,1
"2024-02-01 02:00:00";1759;30,3;90,9;71;56;3,1
"2024-02-01 03:00:00";1702;26,4;81,4;63;58;3,2
"2024-02-01 04:00:00";1734;29,5;88,5;61;71;3,0
"2024-02-01 05:00:00";1357;26,7;61,5;65;70;3,1
"2024-02-01 06:00:00";675;17,9;22,4;41;67;2,6
"2024-02-01 07:00:00";541;19,4;23,8;37;67;2,5
"2024-02-01 08:00:00";495;24,3;31,5;30;65;2,8
"2024-02-01 09:00:00";559;18,8;26,1;39;63;2,6
"2024-02-01 10:00:00";520;21,5;29,2;33;51;2,9
"2024-02-01 11:00:00";415;17,9;22,3;24;50;2,9
"2024-02-01 12:00:00";425;16,9;21,0;27;46;3,3
"2024-02-01 13:00:00";377;14,4;17,7;25;45;3,6
"2024-02-01 14:00:00";391;12,8;14,7;32;38;3,9
"2024-02-01 15:00:00";428;20,6;23,3;33;39;4,3
"2024-02-01 16:00:00";415;13,1;14,5;32;40;5,5
"2024-02-01 17:00:00";386;13,4;15,1;30;40;6,4
"2024-02-01 18:00:00";444;15,3;17,2;37;39;5,6
"2024-02-01 19:00:00";522;14,4;16,6;40;40;4,7
"2024-02-01 20:00:00";613;17,6;19,8;43;42;4,1
"2024-02-01 21:00:00";769;25,3;29,5;46;43;3,8
"2024-02-01 22:00:00";701;25,5;32,4;43;49;3,7
"2024-02-01 23:00:00";913;27,7;36,1;59;51;3,6
"2024-02-02 00:00:00";820;16,9;19,2;59;57;3,7
"2024-02-02 01:00:00";590;14,0;15,7;39;59;3,7
"2024-02-02 02:00:00";490;17,2;20,3;37;67;3,4
"2024-02-02 03:00:00";560;20,3;25,5;44;65;3,3
"2024-02-02 04:00:00";674;18,2;21,5;46;54;3,3
"2024-02-02 05:00:00";767;21,6;28,0;47;55;3,3
"2024-02-02 06:00:00";759;22,8;35,3;46;57;3,2
"2024-02-02 07:00:00";851;24,1;79,0;53;58;3,4
"2024-02-02 08:00:00";762;29,0;64,8;49;66;3,8
"2024-02-02 09:00:00";762;27,5;72,5;43;65;3,7
"2024-02-02 10:00:00";807;26,1;71,2;49;59;3,7
"2024-02-02 11:00:00";648;19,7;35,0;45;60;3,8
"2024-02-02 12:00:00";492;13,4;19,8;32;64;4,1
"2024-02-02 13:00:00";389;8,7;10,9;26;63;4,0
"2024-02-02 14:00:00";365;7,2;8,9;23;59;3,8
"2024-02-02 15:00:00";313;6,4;7,7;17;56;3,6
"2024-02-02 16:00:00";354;15,7;18,7;27;44;3,5
"2024-02-02 17:00:00";468;24,3;31,2;27;43;3,6
"2024-02-02 18:00:00";549;26,1;36,1;30;37;3,5
"2024-02-02 19:00:00";571;18,9;23,6;30;37;3,3
"2024-02-02 20:00:00";590;18,5;23,8;30;38;3,1
"2024-02-02 21:00:00";455;11,7;14,2;27;37;2,8
"2024-02-02 22:00:00";464;9,9;11,8;24;37;3,0
"2024-02-02 23:00:00";353;9,9;11,8;15;37;3,0
"2024-02-03 00:00:00";222;7,1;7,5;7;41;2,9
"2024-02-03 01:00:00";214;7,2;7,7;6;39;2,8
"2024-02-03 02:00:00";136;6,7;7,0;4;28;2,8
"2024-02-03 03:00:00";148;4,9;5,3;8;26;2,7
"2024-02-03 04:00:00";182;4,2;4,4;7;15;3,0
"2024-02-03 05:00:00";198;4,4;4,5;8;14;2,9
"2024-02-03 06:00:00";210;6,0;6,3;9;10;2,9
"2024-02-03 07:00:00";238;6,3;6,9;10;10;2,8
"2024-02-03 08:00:00";273;8,0;8,7;14;10;2,8
"2024-02-03 09:00:00";322;11,1;13,4;15;12;3,0
"2024-02-03 10:00:00";353;12,2;15,8;18;22;3,2
"2024-02-03 11:00:00";293;10,0;12,5;16;22;3,4
"2024-02-03 12:00:00";291;8,5;12,2;15;20;3,5
"2024-02-03 13:00:00";241;5,4;6,3;9;19;3,3
"2024-02-03 14:00:00";214;4,6;5,4;10;11;3,4
"2024-02-03 15:00:00";216;4,8;5,4;11;10;3,4
"2024-02-03 16:00:00";279;5,4;6,1;13;9;3,3
"2024-02-03 17:00:00";318;7,1;8,1;11;11;3,2
"2024-02-03 18:00:00";374;9,1;10,2;16;18;3,3
"2024-02-03 19:00:00";348;8,1;9,3;15;18;3,2
"2024-02-03 20:00:00";363;5,9;6,8;15;18;3,0
"2024-02-03 21:00:00";353;7,3;8,6;12;19;3,2
"2024-02-03 22:00:00";318;8,1;8,7;4;22;3,2
"2024-02-03 23:00:00";277;7,7;8,6;4;21;2,8
"2024-02-04 00:00:00";243;6,8;7,5;5;14;3,0
"2024-02-04 01:00:00";191;6,0;6,5;;13;2,9
"2024-02-04 02:00:00";156;10,1;11,1;3;8;2,6
"2024-02-04 03:00:00";142;6,1;6,5;;8;2,6
"2024-02-04 04:00:00";114;5,6;6,5;1;9;2,5
"2024-02-04 05:00:00";92;3,9;4,2;1;9;2,5
"2024-02-04 06:00:00";109;5,3;5,9;3;5;2,5
"2024-02-04 07:00:00";156;8,3;10,3;5;6;2,7
"2024-02-04 08:00:00";242;6,6;8,3;5;9;2,6
"2024-02-04 09:00:00";146;5,6;7,1;10;9;2,8
"2024-02-04 10:00:00";124;4,3;5,5;3;11;2,9
"2024-02-04 11:00:00";116;3,7;4,7;3;10;3,1
"2024-02-04 12:00:00";113;2,9;3,5;1;7;3,5
"2024-02-04 13:00:00";101;2,6;2,9;2;6;2,9
"2024-02-04 14:00:00";101;2,4;2,9;3;4;2,8
"2024-02-04 15:00:00";100;2,3;2,6;3;4;2,8
"2024-02-04 16:00:00";101;2,8;2,9;1;3;2,7
"2024-02-04 17:00:00";111;3,1;3,2;1;3;2,6
"2024-02-04 18:00:00";188;5,5;5,9;4;2;2,9
"2024-02-04 19:00:00";224;4,8;5,3;6;2;2,9
"2024-02-04 20:00:00";192;6,4;6,6;4;1;3,1
"2024-02-04 21:00:00";131;4,6;4,7;2;1;2,7
"2024-02-04 22:00:00";91;3,2;2,9;1;2;2,6
"2024-02-04 23:00:00";79;2,6;2,3;1;2;2,7
"2024-02-05 00:00:00";75;4,6;4,8;2;1;2,6
"2024-02-05 01:00:00";76;;;1;2;2,7
"2024-02-05 02:00:00";68;;;;5;2,7
"2024-02-05 03:00:00";68;;;1;4;2,6
"2024-02-05 04:00:00";72;;;1;3;2,7
"2024-02-05 05:00:00";65;;;2;3;2,7
"2024-02-05 06:00:00";68;;;2;2;2,6
"2024-02-05 07:00:00";90;;;7;3;2,8
"2024-02-05 08:00:00";110;;;4;5;2,8
"2024-02-05 09:00:00";145;;;5;4;2,7
"2024-02-05 10:00:00";137;;;5;3;2,9
"2024-02-05 11:00:00";101;;;5;4;2,8
"2024-02-05 12:00:00";77;;;2;8;2,7
"2024-02-05 13:00:00";61;;;10;7;2,5
"2024-02-05 14:00:00";50;;;5;5;2,3
"2024-02-05 15:00:00";40;;;5;5;2,5
"2024-02-05 16:00:00";46;;;4;4;2,3
"2024-02-05 17:00:00";43;;;2;4;2,3
"2024-02-05 18:00:00";50;;;4;3;2,3
"2024-02-05 19:00:00";35;;;3;2;2,4
"2024-02-05 20:00:00";87;;;6;27;2,6
"2024-02-05 21:00:00";49;;;6;29;2,4
"2024-02-05 22:00:00";42;;;6;19;2,3
"2024-02-05 23:00:00";43;;;7;18;2,5
"2024-02-06 00:00:00";41;;;7;13;2,6
"2024-02-06 01:00:00";32;;;8;13;2,5
"2024-02-06 02:00:00";33;;;9;12;2,5
"2024-02-06 03:00:00";36;;;11;12;2,3
"2024-02-06 04:00:00";44;;;12;8;2,4
"2024-02-06 05:00:00";70;;;14;8;2,6
"2024-02-06 06:00:00";120;;;18;9;2,5
"2024-02-06 07:00:00";136;;;18;10;2,7
"2024-02-06 08:00:00";142;;;19;12;2,6
"2024-02-06 09:00:00";129;;;22;13;2,6
"2024-02-06 10:00:00";152;;;22;22;2,7
"2024-02-06 11:00:00";101;;;16;22;2,7
"2024-02-06 12:00:00";52;;;8;20;2,3
"2024-02-06 13:00:00";31;;;13;20;2,4
"2024-02-06 14:00:00";45;;;13;19;2,3
"2024-02-06 15:00:00";21;;;13;18;2,3
"2024-02-06 16:00:00";22;;;13;11;2,2
"2024-02-06 17:00:00";76;;;25;11;2,4
"2024-02-06 18:00:00";250;;;23;10;2,4
"2024-02-06 19:00:00";148;;;21;11;2,4
"2024-02-06 20:00:00";204;;;15;14;2,5
"2024-02-06 21:00:00";;;;8;13;2,4
"2024-02-06 22:00:00";;;;7;9;2,1
"2024-02-06 23:00:00";;;;10;9;2,3
"2024-02-07 00:00:00";;;;11;9;2,2
"2024-02-07 01:00:00";;;;9;9;2,4
"2024-02-07 02:00:00";;;;7;12;2,1
"2024-02-07 03:00:00";;;;7;11;2,3
"2024-02-07 04:00:00";;;;9;7;2,3
"2024-02-07 05:00:00";;;;10;7;2,4
"2024-02-07 06:00:00";;;;9;4;2,4
"2024-02-07 07:00:00";;;;11;5;2,3
"2024-02-07 08:00:00";;;;12;9;2,5
"2024-02-07 09:00:00";;;;11;9;2,4
"2024-02-07 10:00:00";;;;22;12;2,5
"2024-02-07 11:00:00";;;;22;11;2,3
"2024-02-07 12:00:00";;;;22;11;2,3
"2024-02-07 13:00:00";;;;14;11;2,3
"2024-02-07 14:00:00";;;;12;13;2,2
"2024-02-07 15:00:00";;;;14;13;2,5
"2024-02-07 16:00:00";;;;14;13;2,3
"2024-02-07 17:00:00";;;;13;12;2,2
"2024-02-07 18:00:00";;;;17;9;2,5
"2024-02-07 19:00:00";;;;16;9;2,8
"2024-02-07 20:00:00";;;;15;10;2,6
"2024-02-07 21:00:00";;;;13;11;2,8
"2024-02-07 22:00:00";;;;17;11;2,6
"2024-02-07 23:00:00";;;;15;12;2,6
"2024-02-08 00:00:00";;;;11;14;2,5
"2024-02-08 01:00:00";;;;13;13;2,7
"2024-02-08 02:00:00";;;;13;8;2,5
"2024-02-08 03:00:00";;;;11;9;2,4
"2024-02-08 04:00:00";;;;11;13;2,3
"2024-02-08 05:00:00";;;;11;14;2,4
"2024-02-08 06:00:00";;;;11;15;2,3
"2024-02-08 07:00:00";;;;12;15;2,3
"2024-02-08 08:00:00";;;;15;16;2,3
"2024-02-08 09:00:00";;;;19;15;2,6
"2024-02-08 10:00:00";;;;20;11;2,4
"2024-02-08 11:00:00";;;;18;11;2,5
"2024-02-08 12:00:00";;;;19;13;2,5
"2024-02-08 13:00:00";;;;16;12;2,4
"2024-02-08 14:00:00";;;;12;7;2,5
"2024-02-08 15:00:00";;;;13;7;2,4
"2024-02-08 16:00:00";;;;14;7;2,5
"2024-02-08 17:00:00";;;;15;7;2,3
"2024-02-08 18:00:00";;;;16;7;2,5
"2024-02-08 19:00:00";;;;13;8;2,5
"2024-02-08 20:00:00";;;;14;10;2,5
"2024-02-08 21:00:00";;;;17;11;2,7
"2024-02-08 22:00:00";;;;18;14;2,4
"2024-02-08 23:00:00";;;;16;14;2,3
"2024-02-09 00:00:00";;;;17;9;2,4
"2024-02-09 01:00:00";;;;16;10;2,3
"2024-02-09 02:00:00";;;;15;16;2,4
"2024-02-09 03:00:00";;;;15;15;2,4
"2024-02-09 04:00:00";;;;15;12;2,4
"2024-02-09 05:00:00";;;;14;12;2,2
"2024-02-09 06:00:00";;;;16;13;2,3
"2024-02-09 07:00:00";;;;17;12;2,3
"2024-02-09 08:00:00";;;;16;12;2,4
"2024-02-09 09:00:00";;;;13;12;2,6
"2024-02-09 10:00:00";;;;18;13;4,5
"2024-02-09 11:00:00";;;;22;13;7,4
"2024-02-09 12:00:00";;;;21;14;8,2
"2024-02-09 13:00:00";;;;20;14;6,1
"2024-02-09 14:00:00";;;;22;14;4,7
"2024-02-09 15:00:00";;;;19;13;4,2
"2024-02-09 16:00:00";;;;13;10;3,9
"2024-02-09 17:00:00";;;;13;11;5,1
"2024-02-09 18:00:00";;;;20;16;4,3
"2024-02-09 19:00:00";;;;19;16;4,3
"2024-02-09 20:00:00";;;;17;13;4,7
"2024-02-09 21:00:00";;;;18;13;4,6
"2024-02-09 22:00:00";;;;17;12;5,0
"2024-02-09 23:00:00";;;;16;13;4,8
"2024-02-10 00:00:00";;;;19;17;4,0
"2024-02-10 01:00:00";;;;21;17;3,9
"2024-02-10 02:00:00";;;;18;14;3,1
"2024-02-10 03:00:00";;;;16;14;2,9
"2024-02-10 04:00:00";;;;13;15;2,8
"2024-02-10 05:00:00";;;;15;16;3,2
"2024-02-10 06:00:00";;;;16;19;3,2
"2024-02-10 07:00:00";;;;12;18;3,2
"2024-02-10 08:00:00";;;;12;14;3,8
"2024-02-10 09:00:00";;;;13;14;3,6
"2024-02-10 10:00:00";;;;10;13;3,6
"2024-02-10 11:00:00";;;;13;13;3,8
"2024-02-10 12:00:00";;;;13;11;3,7
"2024-02-10 13:00:00";;;;13;11;4,4
"2024-02-10 14:00:00";;;;13;11;4,9
"2024-02-10 15:00:00";;;;15;11;6,2
